Listing price,Timestamp
238.5217105263158,2022-04-22
279.5217105263158,2022-04-24
255.5217105263158,2022-04-21
285.5217105263158,2022-04-20
270.5217105263158,2022-04-19


294.91331858407074,2022-04-25
